@relation bike_sharing_database

@attribute temperature real
@attribute humidity real
@attribute windspeed real
@attribute casual_users integer
@attribute registered_users integer
@attribute weathersit {clear, cloudy, rainy/snowy}

@data
25.42,50.0,16.9979,49,490,clear
24.6,56.00,19.9995,37,388,clear
24.6,56.00,19.9995,34,263,clear
24.6,56.00,19.0012,14,174,clear
24.6,56.00,22.0028,9,89,clear
23.78,64.00,19.9995,6,34,clear
23.78,64.00,22.0028,10,19,clear
23.78,64.00,19.0012,2,15,cloudy
23.78,64.00,19.0012,4,6,cloudy
22.96,73.00,16.9979,2,12,clear
22.96,73.00,15.0013,1,35,clear
22.14,73.00,12.998,3,179,clear
22.14,77.00,8.9981,9,523,clear
22.96,73.00,19.9995,30,808,clear
24.6,64.00,12.998,27,307,clear
24.6,73.00,19.0012,29,156,clear
26.24,61.00,16.9979,46,181,clear
27.88,61.00,15.0013,56,260,clear
28.7,58.00,15.0013,67,273,clear
30.34,48.00,19.0012,60,217,clear
30.34,48.00,19.9995,69,231,clear
30.34,45.00,19.0012,71,397,clear
30.34,48.00,19.9995,77,876,clear
30.34,48.00,15.0013,69,815,clear
28.7,54.00,11.0014,38,589,clear
27.06,69.00,12.998,45,389,clear
27.06,65.00,12.998,32,328,clear
25.42,69.00,12.998,21,194,rainy/snowy
24.6,78.00,16.9979,13,102,cloudy
24.6,78.00,6.0032,5,60,clear
24.6,78.00,6.0032,5,16,clear
24.6,78.00,6.0032,3,13,clear
24.6,78.00,0,0,7,clear
22.96,94.00,8.9981,2,6,clear
23.78,83.00,0,2,64,clear
22.96,88.00,6.0032,5,164,clear
24.6,78.00,0,12,546,clear
25.42,71.00,6.0032,20,774,clear
27.06,65.00,0,30,305,clear
28.7,51.00,19.0012,40,168,cloudy
29.52,51.00,11.0014,67,227,cloudy
30.34,48.00,8.9981,63,272,cloudy
30.34,48.00,0,61,265,cloudy
31.16,45.00,6.0032,44,214,cloudy
31.16,45.00,0,41,255,cloudy
29.52,58.00,22.0028,73,399,cloudy
27.06,69.00,19.9995,87,818,cloudy
27.06,69.00,15.0013,77,822,cloudy
27.06,65.00,8.9981,48,511,clear
26.24,69.00,15.0013,45,412,cloudy
25.42,83.00,19.9995,18,235,rainy/snowy
25.42,83.00,19.9995,2,45,rainy/snowy
25.42,83.00,11.0014,1,44,rainy/snowy
24.6,88.00,11.0014,2,15,rainy/snowy
24.6,88.00,0,0,13,rainy/snowy
24.6,88.00,19.9995,1,9,rainy/snowy
24.6,83.00,8.9981,0,7,cloudy
22.96,88.00,7.0015,2,10,rainy/snowy
22.96,88.00,0,1,37,clear
22.96,94.00,6.0032,2,136,cloudy
22.96,94.00,0,10,384,cloudy
24.6,83.00,6.0032,31,674,clear
25.42,83.00,7.0015,27,399,cloudy
26.24,78.00,8.9981,51,194,cloudy
27.06,69.00,0,109,252,cloudy
28.7,54.00,16.9979,94,286,cloudy
28.7,51.00,16.9979,106,304,cloudy
28.7,54.00,16.9979,105,294,cloudy
27.88,54.00,19.0012,104,288,cloudy
27.06,50.0,15.0013,83,419,cloudy
27.06,54.00,19.9995,101,707,cloudy
26.24,50.0,15.0013,58,609,cloudy
25.42,50.0,16.9979,38,470,rainy/snowy
24.6,53.00,11.0014,32,304,rainy/snowy
24.6,53.00,12.998,32,205,rainy/snowy
23.78,53.00,15.0013,30,190,cloudy
22.96,56.00,12.998,26,164,cloudy
22.14,60.0,15.0013,15,134,clear
22.14,60.0,15.0013,12,89,clear
22.14,56.00,15.0013,12,80,cloudy
21.32,59.00,12.998,4,25,cloudy
21.32,59.00,16.9979,6,8,clear
20.5,63.00,12.998,2,13,clear
20.5,63.00,16.9979,4,33,clear
19.68,67.00,19.0012,12,61,clear
20.5,68.00,19.0012,37,174,clear
20.5,63.00,12.998,69,263,clear
22.14,56.00,16.9979,134,338,clear
22.96,52.00,19.0012,217,446,clear
25.42,41.00,19.9995,191,491,clear
25.42,41.00,19.9995,233,453,clear
24.6,40.0,16.9979,302,448,clear
24.6,43.00,16.9979,271,456,clear
25.42,41.00,16.9979,275,447,clear
24.6,38.00,23.9994,256,456,clear
22.96,46.00,12.998,174,420,clear
21.32,55.00,11.0014,119,351,clear
21.32,55.00,12.998,88,227,clear
21.32,55.00,8.9981,73,219,clear
20.5,63.00,7.0015,48,173,clear
20.5,59.00,6.0032,35,161,clear
20.5,59.00,0,35,112,clear
20.5,59.00,0,31,85,clear
19.68,63.00,0,21,71,clear
18.86,67.00,6.0032,17,41,clear
18.86,67.00,6.0032,1,6,clear
18.04,72.00,0,1,9,clear
18.04,72.00,6.0032,2,20,clear
18.04,77.00,0,14,43,clear
19.68,67.00,7.0015,18,126,clear
21.32,63.00,7.0015,74,211,clear
23.78,46.00,11.0014,160,319,clear
24.6,43.00,15.0013,222,369,clear
25.42,41.00,19.9995,206,474,clear
25.42,41.00,16.9979,180,414,clear
25.42,41.00,16.9979,208,404,clear
26.24,36.00,16.9979,230,419,clear
26.24,36.00,15.0013,202,446,clear
25.42,35.00,19.0012,195,380,clear
21.32,59.00,30.0026,91,310,clear
20.5,72.00,8.9981,34,223,rainy/snowy
20.5,72.00,8.9981,31,163,rainy/snowy
20.5,68.00,0,19,104,clear
19.68,72.00,0,15,76,clear
19.68,72.00,6.0032,8,49,clear
18.86,72.00,7.0015,6,39,clear
18.04,77.00,6.0032,5,13,clear
18.86,72.00,0,6,6,clear
18.04,77.00,0,1,6,clear
17.22,82.00,7.0015,0,10,clear
18.04,77.00,0,2,34,clear
18.04,77.00,7.0015,8,147,clear
18.04,77.00,11.0014,13,470,clear
18.86,77.00,7.0015,40,744,cloudy
21.32,63.00,0,26,314,cloudy
22.14,56.00,0,44,135,clear
23.78,46.00,0,76,196,clear
24.6,43.00,11.0014,61,262,cloudy
24.6,43.00,11.0014,80,225,cloudy
24.6,43.00,7.0015,51,193,cloudy
25.42,43.00,8.9981,95,234,cloudy
25.42,46.00,16.9979,51,408,cloudy
22.96,60.0,16.9979,65,791,rainy/snowy
22.96,64.00,7.0015,42,571,rainy/snowy
22.14,68.00,7.0015,33,483,cloudy
22.14,68.00,0,11,251,rainy/snowy
22.14,73.00,8.9981,13,205,cloudy
22.14,77.00,6.0032,17,190,rainy/snowy
22.14,77.00,0,17,88,rainy/snowy
22.96,73.00,0,1,30,cloudy
22.14,77.00,7.0015,0,11,cloudy
22.14,77.00,7.0015,0,2,cloudy
22.14,88.00,12.998,1,4,cloudy
22.96,83.00,6.0032,2,8,cloudy
22.96,83.00,8.9981,1,42,cloudy
23.78,83.00,7.0015,3,176,rainy/snowy
23.78,83.00,7.0015,4,256,rainy/snowy
24.6,88.00,0,6,128,rainy/snowy
23.78,88.00,8.9981,3,83,rainy/snowy
23.78,88.00,8.9981,3,42,rainy/snowy
23.78,94.00,8.9981,7,92,rainy/snowy
24.6,88.00,12.998,6,98,cloudy
24.6,88.00,8.9981,6,148,cloudy
24.6,88.00,8.9981,16,147,rainy/snowy
25.42,83.00,8.9981,14,195,rainy/snowy
25.42,88.00,8.9981,46,328,rainy/snowy
25.42,88.00,7.0015,38,677,rainy/snowy
25.42,94.00,6.0032,48,639,rainy/snowy
25.42,94.00,0,27,368,rainy/snowy
25.42,94.00,8.9981,20,286,rainy/snowy
25.42,94.00,7.0015,24,265,rainy/snowy
25.42,94.00,7.0015,28,212,cloudy
25.42,94.00,0,11,87,cloudy
25.42,94.00,0,5,47,rainy/snowy
25.42,94.00,0,3,16,cloudy
25.42,94.00,0,2,7,cloudy
24.6,94.00,0,0,7,cloudy
24.6,100,0,2,9,cloudy
25.42,94.00,7.0015,2,32,cloudy
24.6,94.00,8.9981,4,173,cloudy
24.6,94.00,12.998,11,504,cloudy
25.42,88.00,7.0015,28,781,cloudy
25.42,83.00,12.998,30,332,cloudy
27.06,78.00,11.0014,29,146,clear
27.06,78.00,11.0014,52,178,clear
28.7,70.0,7.0015,69,289,cloudy
28.7,74.00,7.0015,55,224,cloudy
29.52,70.0,11.0014,56,195,cloudy
29.52,62.00,11.0014,59,260,cloudy
29.52,58.00,0,42,436,cloudy
28.7,65.00,0,84,833,clear
28.7,65.00,0,54,756,clear
28.7,65.00,0,49,544,clear
28.7,65.00,0,48,449,clear
27.06,74.00,0,14,195,cloudy
27.06,74.00,0,9,232,clear
27.06,78.00,0,21,199,cloudy
26.24,89.00,0,11,65,rainy/snowy
25.42,94.00,0,2,23,cloudy
26.24,89.00,0,3,10,clear
25.42,88.00,0,5,6,cloudy
26.24,89.00,0,0,10,cloudy
26.24,89.00,7.0015,2,37,rainy/snowy
25.42,94.00,6.0032,1,132,rainy/snowy
26.24,89.00,6.0032,12,379,cloudy
26.24,89.00,0,27,711,clear
26.24,89.00,12.998,40,319,cloudy
27.06,83.00,8.9981,27,150,cloudy
28.7,70.0,7.0015,38,176,cloudy
29.52,54.00,12.998,57,231,cloudy
29.52,58.00,22.0028,63,231,cloudy
28.7,61.00,16.9979,56,211,clear
29.52,54.00,19.0012,77,248,clear
28.7,54.00,19.0012,86,411,clear
28.7,51.00,15.0013,112,789,clear
27.06,57.00,7.0015,75,812,clear
27.06,57.00,7.0015,67,467,clear
26.24,65.00,7.0015,50,391,clear
25.42,69.00,0,33,288,clear
26.24,47.00,8.9981,29,203,clear
24.6,56.00,6.0032,18,137,clear
22.96,73.00,0,16,86,clear
22.14,68.00,7.0015,3,43,clear
22.14,73.00,6.0032,1,10,clear
22.14,73.00,0,5,11,clear
22.14,77.00,0,0,11,clear
21.32,77.00,0,0,41,clear
21.32,83.00,0,4,133,clear
21.32,83.00,7.0015,11,417,clear
23.78,64.00,0,36,749,clear
24.6,60.0,6.0032,58,326,clear
27.06,54.00,0,68,192,clear
28.7,48.00,12.998,90,214,clear
29.52,42.00,11.0014,161,307,clear
28.7,48.00,0,117,307,clear
30.34,37.00,15.0013,113,287,clear
29.52,39.00,16.9979,150,320,clear
29.52,37.00,0,153,481,clear
28.7,42.00,11.0014,158,742,clear
26.24,57.00,8.9981,106,655,clear
25.42,73.00,11.0014,67,433,clear
24.6,78.00,8.9981,66,306,clear
24.6,69.00,15.0013,47,220,clear
24.6,73.00,19.0012,63,201,clear
23.78,78.00,15.0013,23,148,clear
22.96,83.00,11.0014,37,154,clear
22.96,83.00,16.9979,25,116,clear
22.96,78.00,12.998,13,62,clear
22.14,77.00,15.0013,2,54,clear
22.14,83.00,16.9979,4,7,clear
22.14,83.00,12.998,2,8,clear
22.14,88.00,16.9979,2,28,clear
22.14,83.00,19.9995,13,71,clear
22.96,83.00,12.998,22,184,clear
24.6,73.00,12.998,130,265,clear
25.42,69.00,19.0012,198,341,clear
26.24,65.00,16.9979,258,389,clear
28.7,54.00,7.0015,362,381,clear
26.24,57.00,35.0008,310,400,cloudy
24.6,56.00,27.9993,269,307,cloudy
24.6,46.00,27.9993,279,341,clear
24.6,43.00,35.0008,317,342,clear
22.14,49.00,26.0027,268,342,clear
21.32,48.00,27.9993,183,312,clear
19.68,55.00,15.0013,102,239,clear
19.68,55.00,16.9979,75,172,clear
18.86,59.00,8.9981,78,137,clear
18.04,62.00,8.9981,45,140,clear
18.04,62.00,8.9981,37,142,clear
18.04,62.00,11.0014,28,99,clear
18.04,54.00,15.0013,29,80,clear
17.22,62.00,8.9981,10,64,clear
18.04,62.00,8.9981,5,17,cloudy
18.04,54.00,16.9979,5,6,cloudy
18.04,54.00,8.9981,2,8,cloudy
18.04,54.00,12.998,4,19,cloudy
17.22,58.00,11.0014,6,29,rainy/snowy
17.22,67.00,8.9981,11,51,rainy/snowy
16.4,71.00,8.9981,16,70,rainy/snowy
17.22,67.00,12.998,41,144,cloudy
17.22,71.00,7.0015,76,260,cloudy
17.22,71.00,0,100,292,cloudy
18.04,72.00,6.0032,80,240,cloudy
18.04,67.00,0,71,243,cloudy
17.22,77.00,8.9981,74,232,rainy/snowy
16.4,82.00,11.0014,87,246,rainy/snowy
16.4,82.00,15.0013,35,122,rainy/snowy
16.4,82.00,12.998,24,82,rainy/snowy
16.4,82.00,7.0015,17,97,cloudy
16.4,82.00,8.9981,19,97,clear
15.58,87.00,7.0015,22,91,clear
15.58,87.00,8.9981,7,72,clear
14.76,93.00,8.9981,12,68,clear
15.58,76.00,19.0012,7,44,clear
13.94,87.00,11.0014,2,35,clear
13.94,81.00,12.998,3,12,clear
13.94,81.00,7.0015,2,8,clear
13.12,87.00,8.9981,1,6,clear
13.94,76.00,15.0013,2,17,clear
13.94,76.00,7.0015,5,54,clear
13.94,76.00,11.0014,3,151,cloudy
14.76,71.00,15.0013,23,374,cloudy
15.58,66.00,11.0014,59,273,cloudy
15.58,68.00,8.9981,69,229,cloudy
16.4,62.00,6.0032,72,236,cloudy
17.22,63.00,11.0014,74,267,cloudy
17.22,62.00,12.998,82,323,cloudy
17.22,58.00,7.0015,121,299,cloudy
17.22,58.00,12.998,76,294,rainy/snowy
17.22,58.00,12.998,61,316,rainy/snowy
17.22,66.00,16.9979,81,416,cloudy
17.22,66.00,19.0012,41,415,cloudy
16.4,71.00,16.9979,38,333,cloudy
16.4,71.00,15.0013,20,207,rainy/snowy
16.4,76.00,15.0013,17,134,cloudy
16.4,76.00,16.9979,6,101,rainy/snowy
16.4,71.00,15.0013,9,60,cloudy
15.58,82.00,15.0013,9,22,cloudy
14.76,87.00,15.0013,0,13,rainy/snowy
14.76,87.00,16.9979,2,5,rainy/snowy
14.76,87.00,19.0012,0,3,rainy/snowy
14.76,87.00,11.0014,1,6,rainy/snowy
15.58,82.00,12.998,0,19,cloudy
15.58,82.00,16.9979,2,141,cloudy
15.58,83.00,16.9979,5,357,clear
17.22,80.0,12.998,15,698,cloudy
17.22,77.00,15.0013,37,345,cloudy
18.04,75.00,15.0013,33,131,cloudy
19.68,69.00,12.998,37,156,cloudy
19.68,69.00,12.998,43,217,cloudy
20.5,67.00,8.9981,54,184,cloudy
22.14,64.00,12.998,43,201,cloudy
21.32,63.00,11.0014,59,195,cloudy
20.5,72.00,11.0014,70,354,cloudy
21.32,68.00,11.0014,73,733,cloudy
20.5,72.00,15.0013,26,758,cloudy
20.5,72.00,11.0014,31,483,cloudy
20.5,72.00,11.0014,30,330,cloudy
19.68,77.00,8.9981,16,209,cloudy
19.68,77.00,6.0032,7,155,cloudy
19.68,77.00,6.0032,8,76,cloudy
18.86,88.00,6.0032,0,33,cloudy
18.86,88.00,0,2,6,cloudy
18.86,88.00,0,2,6,cloudy
18.86,88.00,0,0,6,cloudy
18.86,88.00,7.0015,0,6,cloudy
18.86,88.00,6.0032,2,38,cloudy
18.86,88.00,6.0032,3,172,cloudy
18.86,82.00,7.0015,9,498,clear
20.5,77.00,11.0014,33,806,clear
22.14,60.0,19.0012,35,331,clear
22.96,52.00,19.9995,27,190,clear
22.14,52.00,12.998,53,238,clear
22.14,56.00,15.0013,78,312,clear
22.96,49.00,0,60,237,clear
24.6,40.0,11.0014,63,208,clear
24.6,40.0,11.0014,58,261,clear
24.6,40.0,15.0013,92,474,clear
23.78,43.00,15.0013,91,857,clear
22.96,49.00,11.0014,57,787,cloudy
22.96,46.00,39.0007,32,534,cloudy
21.32,48.00,32.9975,21,371,clear
20.5,51.00,23.9994,18,251,clear
18.86,55.00,19.9995,27,170,clear
18.04,58.00,12.998,17,119,clear
18.04,51.00,8.9981,1,41,clear
18.04,47.00,12.998,1,10,clear
17.22,50.0,8.9981,4,7,clear
17.22,47.00,19.9995,0,3,clear
16.4,50.0,16.9979,0,10,clear
14.76,50.0,11.0014,0,42,clear
14.76,50.0,11.0014,1,158,clear
14.76,50.0,16.9979,11,467,clear
15.58,46.00,26.0027,25,773,clear
16.4,43.00,26.0027,27,328,clear
18.04,41.00,23.9994,39,165,clear
18.86,36.00,0,76,175,clear
18.86,36.00,0,47,279,clear
20.5,31.00,7.0015,48,243,clear
21.32,32.00,6.0032,78,270,clear
21.32,34.00,11.0014,102,358,clear
20.5,36.00,8.9981,68,413,clear
20.5,39.00,19.0012,90,737,clear
18.86,44.00,11.0014,64,628,clear
18.04,51.00,8.9981,81,662,clear
17.22,62.00,11.0014,27,388,clear
17.22,62.00,8.9981,24,236,clear
16.4,66.00,11.0014,10,167,clear
17.22,58.00,6.0032,10,176,clear
16.4,66.00,7.0015,8,60,clear
16.4,66.00,6.0032,8,29,clear
16.4,66.00,6.0032,0,16,clear
14.76,76.00,6.0032,0,6,clear
14.76,76.00,7.0015,0,8,clear
14.76,81.00,6.0032,2,33,clear
13.94,81.00,6.0032,3,140,clear
14.76,81.00,6.0032,8,384,clear
17.22,71.00,6.0032,34,711,clear
20.5,39.00,19.9995,26,374,clear
21.32,36.00,19.9995,75,200,clear
22.14,37.00,23.9994,61,252,clear
22.14,39.00,31.0009,75,312,clear
22.96,37.00,26.0027,81,300,clear
22.96,37.00,31.0009,109,262,clear
21.32,42.00,30.0026,138,317,clear
18.86,41.00,23.9994,108,412,clear
18.86,38.00,26.0027,131,706,clear
18.04,38.00,19.9995,76,566,clear
17.22,41.00,15.0013,40,453,clear
17.22,47.00,8.9981,28,280,clear
16.4,54.00,12.998,21,169,clear
16.4,47.00,19.9995,17,143,clear
14.76,57.00,12.998,11,89,clear
14.76,57.00,6.0032,31,218,clear
13.94,53.00,8.9981,23,123,clear
13.94,53.00,12.998,7,60,clear
13.12,66.00,15.0013,2,13,clear
12.3,65.00,11.0014,2,9,clear
12.3,61.00,12.998,0,11,clear
12.3,61.00,12.998,5,23,clear
12.3,61.00,11.0014,10,60,clear
13.94,53.00,7.0015,23,151,clear
14.76,50.0,6.0032,46,220,clear
16.4,43.00,0,82,265,clear
17.22,35.00,8.9981,192,335,clear
18.04,35.00,0,202,371,clear
18.86,36.00,12.998,235,435,clear
19.68,33.00,12.998,243,354,clear
20.5,36.00,12.998,251,364,clear
20.5,31.00,12.998,294,343,clear
18.86,38.00,11.0014,193,335,clear
18.86,44.00,8.9981,174,299,clear
18.04,44.00,11.0014,73,259,clear
16.4,54.00,6.0032,57,198,clear
16.4,58.00,12.998,47,157,clear
16.4,62.00,0,33,156,clear
17.22,58.00,19.9995,27,98,clear
16.4,71.00,16.9979,8,103,clear
17.22,77.00,19.0012,16,96,clear
16.4,76.00,6.0032,8,58,clear
17.22,77.00,19.9995,3,25,clear
17.22,77.00,19.0012,2,10,clear
16.4,82.00,12.998,5,6,clear
16.4,82.00,11.0014,4,20,clear
17.22,82.00,15.0013,7,44,clear
18.04,77.00,12.998,28,104,clear
19.68,67.00,19.0012,62,161,cloudy
22.14,56.00,12.998,150,278,clear
22.96,52.00,19.9995,156,338,clear
25.42,46.00,22.0028,200,362,clear
26.24,41.00,30.0026,218,401,clear
27.06,39.00,27.9993,249,368,clear
27.06,39.00,27.9993,213,355,clear
26.24,41.00,19.9995,203,378,clear
26.24,44.00,12.998,193,346,clear
23.78,60.0,16.9979,134,319,clear
22.96,64.00,15.0013,68,268,clear
22.14,73.00,15.0013,48,198,clear
22.96,73.00,30.0026,40,156,clear
22.96,73.00,26.0027,38,87,clear
22.96,68.00,19.0012,27,78,cloudy
22.96,73.00,16.9979,17,31,cloudy
23.78,64.00,26.0027,5,24,cloudy
23.78,64.00,23.9994,1,5,cloudy
22.96,73.00,16.9979,2,2,cloudy
22.96,68.00,15.0013,1,9,cloudy
22.96,73.00,19.0012,2,38,cloudy
22.96,73.00,19.9995,6,141,cloudy
23.78,68.00,22.0028,15,461,cloudy
24.6,64.00,26.0027,24,713,cloudy
24.6,69.00,26.0027,31,328,rainy/snowy
24.6,73.00,26.0027,43,125,cloudy
24.6,73.00,26.0027,88,175,cloudy
24.6,78.00,22.0028,73,211,rainy/snowy
22.96,88.00,15.0013,37,109,cloudy
24.6,78.00,19.0012,57,128,cloudy
24.6,78.00,22.0028,70,190,clear
22.96,64.00,19.9995,76,371,clear
22.96,64.00,16.9979,96,670,clear
22.14,77.00,8.9981,52,540,rainy/snowy
21.32,83.00,6.0032,12,227,rainy/snowy
21.32,72.00,26.0027,19,237,cloudy
21.32,59.00,22.0028,16,190,clear
20.5,59.00,19.0012,8,118,clear
18.86,63.00,15.0013,9,72,clear
18.86,63.00,26.0027,3,45,clear
18.04,67.00,12.998,4,9,clear
18.04,67.00,8.9981,2,1,clear
17.22,67.00,7.0015,0,2,clear
17.22,67.00,11.0014,0,7,clear
17.22,67.00,16.9979,5,47,clear
17.22,67.00,11.0014,4,168,clear
17.22,67.00,6.0032,20,505,clear
18.04,62.00,0,35,800,clear
19.68,55.00,16.9979,32,323,clear
20.5,48.00,19.0012,65,157,clear
20.5,45.00,27.9993,56,172,clear
21.32,45.00,22.0028,69,256,cloudy
21.32,45.00,19.0012,68,260,clear
22.14,39.00,16.9979,94,214,clear
22.14,41.00,22.0028,76,270,clear
22.14,39.00,19.0012,79,367,clear
21.32,39.00,12.998,104,839,clear
20.5,42.00,11.0014,71,767,clear
19.68,48.00,0,40,491,clear
18.86,55.00,0,35,397,clear
18.86,63.00,0,19,176,clear
16.4,71.00,6.0032,18,163,clear
16.4,71.00,0,23,176,clear
15.58,76.00,0,1,48,clear
15.58,76.00,0,3,14,clear
15.58,76.00,0,4,12,clear
14.76,87.00,0,0,7,clear
14.76,81.00,6.0032,0,4,clear
14.76,81.00,0,2,39,cloudy
15.58,82.00,0,7,171,clear
14.76,81.00,7.0015,15,449,clear
16.4,76.00,0,38,779,cloudy
17.22,77.00,0,38,344,cloudy
18.86,67.00,0,60,168,cloudy
20.5,51.00,6.0032,78,156,cloudy
21.32,48.00,11.0014,71,261,cloudy
22.14,49.00,8.9981,73,237,cloudy
22.96,43.00,11.0014,82,188,cloudy
23.78,43.00,15.0013,62,239,cloudy
22.96,52.00,12.998,70,396,clear
22.14,56.00,7.0015,122,766,clear
21.32,59.00,11.0014,90,794,clear
20.5,72.00,12.998,49,467,clear
20.5,72.00,8.9981,54,360,clear
18.86,82.00,12.998,28,301,clear
18.86,88.00,16.9979,17,198,clear
18.86,88.00,15.0013,15,84,clear
18.86,88.00,12.998,4,53,clear
18.86,82.00,15.0013,0,14,clear
18.86,82.00,12.998,1,13,clear
18.04,88.00,15.0013,0,5,clear
18.04,88.00,15.0013,0,5,clear
18.04,82.00,15.0013,1,41,clear
18.04,88.00,19.9995,3,150,clear
18.04,88.00,16.9979,20,488,clear
18.86,82.00,16.9979,31,803,clear
20.5,77.00,11.0014,41,346,cloudy
21.32,68.00,15.0013,60,158,cloudy
22.96,56.00,15.0013,79,189,cloudy
24.6,53.00,16.9979,93,284,cloudy
25.42,53.00,23.9994,96,236,clear
25.42,50.0,19.9995,94,191,cloudy
24.6,60.0,12.998,69,284,cloudy
24.6,56.00,19.0012,94,356,clear
23.78,64.00,22.0028,102,788,cloudy
22.96,64.00,22.0028,68,720,cloudy
22.96,68.00,19.9995,42,471,cloudy
22.96,68.00,16.9979,39,348,cloudy
22.14,77.00,12.998,38,245,cloudy
22.14,83.00,12.998,27,202,cloudy
22.14,83.00,0,6,111,cloudy
22.96,83.00,7.0015,5,51,cloudy
22.14,88.00,0,4,12,rainy/snowy
22.14,88.00,0,1,9,cloudy
22.96,83.00,0,0,5,cloudy
22.96,83.00,0,1,5,cloudy
22.14,88.00,0,1,35,cloudy
22.14,94.00,11.0014,5,126,rainy/snowy
22.14,94.00,0,5,149,rainy/snowy
22.14,94.00,7.0015,20,447,cloudy
22.14,94.00,7.0015,26,363,cloudy
23.78,88.00,12.998,26,198,cloudy
24.6,83.00,12.998,41,211,clear
26.24,69.00,15.0013,74,258,clear
25.42,73.00,15.0013,87,288,clear
27.06,61.00,16.9979,88,277,clear
26.24,65.00,19.9995,93,302,clear
25.42,69.00,23.9994,131,434,rainy/snowy
25.42,69.00,23.9994,48,377,rainy/snowy
22.96,83.00,7.0015,21,212,clear
22.14,88.00,11.0014,19,213,clear
21.32,77.00,12.998,13,216,clear
20.5,77.00,0,17,189,clear
20.5,77.00,6.0032,14,176,clear
18.86,88.00,7.0015,13,118,clear
18.86,82.00,8.9981,13,110,clear
18.86,72.00,8.9981,2,93,clear
18.04,77.00,7.0015,9,69,clear
17.22,77.00,8.9981,2,27,clear
18.04,72.00,0,9,9,clear
16.4,82.00,0,6,7,clear
17.22,71.00,0,5,26,clear
16.4,82.00,0,6,59,clear
18.86,67.00,8.9981,29,164,clear
20.5,59.00,8.9981,106,257,clear
21.32,52.00,8.9981,111,312,clear
22.14,52.00,15.0013,204,408,clear
22.96,46.00,7.0015,267,436,clear
22.96,43.00,11.0014,273,441,clear
22.96,40.0,0,335,376,clear
22.96,43.00,0,308,403,clear
22.14,42.00,19.0012,325,366,clear
22.14,37.00,15.0013,347,384,clear
21.32,39.00,15.0013,165,356,clear
20.5,45.00,8.9981,77,268,clear
20.5,39.00,15.0013,61,198,clear
18.86,47.00,15.0013,72,224,clear
18.04,51.00,7.0015,47,155,clear
17.22,58.00,0,27,136,clear
18.04,54.00,11.0014,35,119,clear
17.22,58.00,15.0013,20,97,clear
16.4,62.00,11.0014,44,88,clear
15.58,66.00,6.0032,12,29,clear
14.76,71.00,11.0014,8,13,clear
15.58,66.00,6.0032,6,4,clear
16.4,62.00,0,8,18,clear
16.4,62.00,0,13,43,clear
17.22,67.00,0,39,104,clear
18.86,55.00,11.0014,77,192,clear
20.5,48.00,19.9995,167,276,clear
21.32,44.00,22.0028,191,356,clear
22.14,39.00,22.0028,236,439,clear
22.96,37.00,16.9979,243,383,clear
22.96,35.00,12.998,235,405,clear
22.96,35.00,22.0028,240,383,clear
22.14,37.00,15.0013,182,409,clear
21.32,39.00,16.9979,153,338,clear
21.32,39.00,12.998,71,342,clear
20.5,42.00,11.0014,50,216,clear
19.68,44.00,12.998,35,160,clear
17.22,54.00,11.0014,42,124,clear
17.22,54.00,0,18,95,clear
18.04,54.00,0,7,59,clear
16.4,62.00,0,3,28,clear
16.4,71.00,0,0,11,clear
15.58,71.00,0,1,4,clear
16.4,62.00,0,1,5,clear
15.58,66.00,0,1,6,clear
15.58,76.00,6.0032,2,44,clear
14.76,76.00,6.0032,4,140,clear
15.58,66.00,6.0032,15,437,clear
18.04,67.00,0,32,696,clear
18.86,63.00,6.0032,25,335,clear
20.5,55.00,0,51,161,clear
22.96,37.00,11.0014,63,148,clear
23.78,35.00,0,52,231,clear
25.42,29.00,11.0014,88,227,clear
25.42,27.00,12.998,73,209,clear
26.24,29.00,11.0014,74,222,clear
25.42,33.00,11.0014,80,444,clear
25.42,33.00,7.0015,84,838,clear
22.14,64.00,7.0015,60,726,clear
21.32,52.00,7.0015,36,478,clear
20.5,59.00,7.0015,21,382,clear
19.68,67.00,6.0032,19,155,clear
18.86,82.00,8.9981,25,158,clear
18.86,82.00,7.0015,20,143,clear
18.86,88.00,11.0014,5,32,clear
18.86,77.00,11.0014,1,16,clear
18.04,88.00,8.9981,1,6,clear
18.04,77.00,8.9981,0,1,clear
17.22,77.00,7.0015,1,6,clear
18.04,77.00,6.0032,1,49,clear
16.4,82.00,6.0032,6,152,clear
18.04,77.00,7.0015,12,519,cloudy
18.86,72.00,6.0032,28,733,cloudy
20.5,72.00,7.0015,29,305,cloudy
22.14,60.0,0,50,171,clear
24.6,53.00,0,52,201,clear
25.42,46.00,6.0032,80,298,cloudy
26.24,44.00,0,59,244,cloudy
27.88,41.00,11.0014,67,229,clear
27.88,41.00,15.0013,76,270,clear
27.88,44.00,6.0032,108,433,clear
27.88,41.00,0,67,871,clear
25.42,53.00,6.0032,64,762,clear
25.42,57.00,6.0032,25,457,clear
23.78,64.00,8.9981,45,334,clear
22.96,68.00,0,35,260,clear
22.96,68.00,7.0015,20,174,clear
22.14,73.00,7.0015,9,102,clear
22.14,73.00,6.0032,7,39,clear
22.14,68.00,0,4,23,clear
22.14,68.00,0,0,6,clear
20.5,77.00,6.0032,0,4,clear
20.5,77.00,6.0032,1,5,clear
20.5,82.00,0,1,52,clear
